region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,loan_to_income,high_dti_flag,low_credit_score_flag,high_utilization_flag,recent_delinquency_flag,short_employment_flag,actual_default,predicted_pd,risk_segment
Alberta,Part-time,Debt consolidation,Mortgage,102893.17,26238.62,0.1509,676.0,0.303,1,2,11.0,0.0,48.3,10,0.25500837421959105,0,0,0,1,1,0,0.031689885703340255,High Risk
Alberta,Unemployed,Debt consolidation,Rent,63620.97,22192.05,0.3168,617.0,0.2616,0,4,15.9,5.6,43.8,8,0.3488165930195657,0,1,0,0,0,0,0.14318219934948606,Very High Risk
British Columbia,Employed,Debt consolidation,Rent,90410.17,13092.3,0.1192,623.0,0.0245,0,2,96.0,2.8,37.5,4,0.14481003630454406,0,0,0,0,0,0,0.0013280590685421179,Very Low Risk
British Columbia,Employed,Personal,Other,82944.36,26771.82,0.2019,627.0,0.2234,1,1,10.9,2.9,105.1,5,0.32276841969725245,0,0,0,1,0,0,0.011485084613124912,Low Risk
Ontario,Employed,Home improvement,Mortgage,42103.33,25799.12,0.2936,702.0,0.3748,1,2,12.6,0.7,89.8,5,0.61275723321647,0,0,0,0,1,0,0.017833873211125072,Medium Risk
Ontario,Employed,Debt consolidation,Rent,77872.49,33764.43,0.4314,663.0,0.2075,0,0,1.4,0.8,95.9,9,0.4335861098059147,0,0,0,1,1,0,0.026336597237923,Medium Risk
Ontario,Part-time,Auto,Own,94697.17,13244.79,0.1051,634.0,0.4392,1,1,15.8,3.1,88.6,6,0.139864686558215,0,0,0,0,0,0,0.013741327856718347,Low Risk
Ontario,Part-time,Auto,Rent,22036.93,26738.82,0.177,768.0,0.1967,1,4,4.6,12.6,64.9,6,1.2133641119702245,0,0,0,1,0,0,0.005959099872178907,Very Low Risk
Ontario,Employed,Personal,Mortgage,55946.92,21192.23,0.2004,666.0,0.3346,0,1,0.8,2.8,46.6,6,0.3787917190079454,0,0,0,1,0,0,0.009642753398269158,Very Low Risk
Alberta,Employed,Debt consolidation,Mortgage,61104.05,21381.11,0.2337,684.0,0.1127,1,3,5.8,9.8,10.9,6,0.34991313996371765,0,0,0,1,0,0,0.02149013537719391,Medium Risk
Ontario,Employed,Auto,Mortgage,68463.26,22910.77,0.1731,765.0,0.5576,0,2,3.4,0.8,21.1,4,0.3346432816666925,0,0,0,1,1,0,0.015729177044687896,Low Risk
Other,Employed,Home improvement,Rent,64160.39,21684.7,0.5873,661.0,0.279,1,3,29.4,0.2,60.9,6,0.33797643686392803,1,0,0,0,1,0,0.07207359954875121,Very High Risk
Ontario,Employed,Debt consolidation,Rent,67219.24,60929.0,0.1388,626.0,0.513,1,1,21.9,5.9,3.4,8,0.9064220303591649,0,0,0,0,0,0,0.04922844182007363,High Risk
Alberta,Employed,Home improvement,Own,59074.58,20801.09,0.4402,605.0,0.3687,1,1,4.0,1.9,223.8,5,0.35211574927828515,0,1,0,1,1,0,0.03261597473137407,High Risk
Ontario,Employed,Debt consolidation,Own,56586.74,14027.47,0.2512,695.0,0.2123,1,2,4.8,11.4,14.2,9,0.24789323435136923,0,0,0,1,0,0,0.01177062678643332,Low Risk
British Columbia,Employed,Personal,Rent,81923.68,25889.47,0.4538,715.0,0.4912,1,1,13.5,1.4,3.6,5,0.3160193731531592,1,0,0,0,1,1,0.052790722410039674,Very High Risk
Ontario,Employed,Debt consolidation,Own,54865.46,29913.52,0.1386,824.0,0.2809,0,2,4.0,8.8,35.3,8,0.5452158789883471,0,0,0,1,0,0,0.00513249700651177,Very Low Risk
Ontario,Employed,Home improvement,Rent,72779.88,16697.3,0.3899,698.0,0.2393,0,2,38.2,1.6,6.0,8,0.22942192265224948,0,0,0,0,1,0,0.011986194767754265,Low Risk
Quebec,Employed,Home improvement,Own,40051.87,32175.03,0.1029,704.0,0.7282,0,4,22.6,1.9,27.3,7,0.8033340266010051,0,0,1,0,1,0,0.01395842319512997,Low Risk
Alberta,Employed,Personal,Mortgage,62995.54,34948.67,0.3358,685.0,0.7726,0,5,25.2,0.8,9.6,10,0.5547800685572344,0,0,1,0,1,0,0.04437578668609711,High Risk
Quebec,Self-employed,Debt consolidation,Own,74301.17,26372.47,0.3582,688.0,0.5866,0,4,4.7,3.1,28.4,6,0.35494017119784255,0,0,0,1,0,0,0.061564422117924705,Very High Risk
Ontario,Employed,Auto,Mortgage,91586.16,17061.75,0.3436,741.0,0.2206,0,2,9.6,5.1,59.1,7,0.18629179343254482,0,0,0,1,0,0,0.00705883739640691,Very Low Risk
Alberta,Employed,Debt consolidation,Own,64102.42,33393.62,0.2087,749.0,0.1935,0,2,2.2,8.0,26.1,11,0.5209416430768137,0,0,0,1,0,0,0.012282627045771832,Low Risk
Other,Part-time,Debt consolidation,Rent,37567.07,30301.72,0.1153,777.0,0.4243,0,1,2.9,1.9,290.4,6,0.8066032299032104,0,0,0,1,1,0,0.00867144328015728,Very Low Risk
Alberta,Part-time,Home improvement,Rent,71982.63,45025.8,0.1691,654.0,0.7764,3,4,1.6,0.2,3.0,5,0.6255092374368649,0,0,1,1,1,1,0.22238331333791525,Very High Risk
Quebec,Part-time,Home improvement,Mortgage,126199.05,50019.38,0.361,617.0,0.3032,0,0,43.7,0.0,25.1,7,0.3963530628796334,0,1,0,0,1,0,0.017085751333071948,Low Risk
Quebec,Employed,Debt consolidation,Mortgage,65998.95,11730.11,0.4994,741.0,0.6092,2,0,46.5,0.2,3.5,7,0.17773176694477716,1,0,0,0,1,0,0.04440148324461148,High Risk
Ontario,Employed,Auto,Mortgage,73580.54,43780.87,0.0803,741.0,0.2791,0,3,22.4,7.7,10.1,5,0.5950060980797369,0,0,0,0,0,0,0.007067850180806946,Very Low Risk
Ontario,Employed,Home improvement,Mortgage,44208.29,33139.4,0.1357,687.0,0.458,0,2,5.9,9.5,43.2,6,0.749619584924004,0,0,0,1,0,0,0.00779630513498434,Very Low Risk
British Columbia,Unemployed,Debt consolidation,Mortgage,55817.11,32551.42,0.0657,643.0,0.2121,2,1,,1.7,4.9,5,0.583179960409989,0,0,0,0,1,0,0.04060063562059548,High Risk
Quebec,Employed,Debt consolidation,Mortgage,132286.44,16565.25,0.2823,661.0,0.623,1,7,2.4,33.8,11.7,7,0.12522258517199494,0,0,0,1,0,0,0.04531803316432858,High Risk
British Columbia,Employed,Debt consolidation,Mortgage,59941.7,22606.24,0.1025,660.0,0.2315,1,1,29.8,1.5,65.1,4,0.37713711823321666,0,0,0,0,1,0,0.00835643987030814,Very Low Risk
Quebec,Employed,Auto,Rent,95570.43,33223.79,0.2862,677.0,0.4597,0,0,15.1,7.0,114.4,8,0.3476367114807373,0,0,0,0,0,0,0.020983030782214723,Medium Risk
Ontario,Self-employed,Debt consolidation,Rent,88525.6,44389.02,0.5365,659.0,0.1525,1,1,18.3,8.8,52.2,4,0.5014258022538113,1,0,0,0,0,0,0.04185973115224905,High Risk
Alberta,Employed,Home improvement,Other,56776.78,29482.34,0.3142,631.0,0.3258,0,1,15.0,4.9,9.7,8,0.5192675597312846,0,0,0,0,0,0,0.030141654016331978,High Risk
Ontario,Employed,Education,Own,59875.75,26160.44,0.3119,675.0,0.692,0,1,23.1,1.5,37.5,4,0.4369121054851087,0,0,0,0,1,0,0.024019205754453696,Medium Risk
Ontario,Employed,Debt consolidation,Mortgage,105551.99,57342.14,0.105,790.0,0.2929,2,0,70.5,2.1,14.8,6,0.5432596770558281,0,0,0,0,0,0,0.0042443752746073845,Very Low Risk
Ontario,Employed,Auto,Rent,65874.59,12946.55,0.4603,603.0,0.0814,4,1,28.6,3.3,15.1,6,0.19653329151650129,1,1,0,0,0,0,0.08013718348978631,Very High Risk
Quebec,Employed,Home improvement,Mortgage,163084.89,33718.52,0.4443,745.0,0.0391,2,2,54.5,5.0,13.4,11,0.20675440870089187,0,0,0,0,0,0,0.0076948433833776714,Very Low Risk
British Columbia,Part-time,Home improvement,Other,60679.41,25678.16,0.2728,600.0,0.394,0,1,20.4,0.0,48.6,7,0.4231774831034118,0,1,0,0,1,0,0.024570425994789542,Medium Risk
Ontario,Part-time,Debt consolidation,Rent,64882.86,31282.04,0.3896,706.0,0.4007,3,1,7.6,0.8,64.7,7,0.4821310281328536,0,0,0,1,1,0,0.08814528282825076,Very High Risk
Alberta,Employed,Debt consolidation,Rent,45199.57,25398.94,0.5572,665.0,0.2518,2,1,1.2,7.7,25.8,7,0.561928797110238,1,0,0,1,0,0,0.10846006608566913,Very High Risk
Quebec,Employed,Debt consolidation,Rent,42522.21,28360.91,0.313,586.0,0.1169,0,0,3.2,3.6,103.0,9,0.6669669803145227,0,1,0,1,0,0,0.022928766233783992,Medium Risk
Ontario,Employed,Debt consolidation,Other,118471.34,21384.85,0.2083,779.0,0.536,1,1,0.7,3.1,3.0,7,0.18050652588212474,0,0,0,1,0,0,0.03301077896484398,High Risk
Ontario,Employed,Debt consolidation,Rent,,30764.57,0.2487,608.0,0.1766,1,1,,3.0,11.6,10,,0,1,0,0,0,0,0.04483718013973263,High Risk
Quebec,Employed,Debt consolidation,Own,,34869.59,0.6774,588.0,0.7708,0,2,0.7,2.6,84.6,3,,1,1,1,1,0,0,0.15780082559414502,Very High Risk
Quebec,Employed,Debt consolidation,Rent,53948.26,29622.68,0.1411,707.0,0.1722,1,4,47.7,17.1,26.0,5,0.5490942617982489,0,0,0,0,0,0,0.008977789077673068,Very Low Risk
British Columbia,Employed,Personal,Own,79847.68,19593.0,0.2743,575.0,0.3306,0,1,35.8,10.0,23.7,5,0.24537970295442524,0,1,0,0,0,0,0.006239195055996425,Very Low Risk
British Columbia,Employed,Home improvement,Mortgage,25929.67,21814.0,0.058,667.0,0.564,0,1,33.5,34.5,105.3,8,0.8412756506349677,0,0,0,0,0,0,0.0007771958056342012,Very Low Risk
Ontario,Employed,Home improvement,Rent,57427.02,30046.15,0.3399,598.0,0.4856,0,0,6.2,7.0,22.7,7,0.5232058010323364,0,1,0,1,0,1,0.02872729864437797,Medium Risk
British Columbia,Self-employed,Personal,Own,48275.52,30972.6,0.05,776.0,0.5881,0,1,14.2,4.9,7.0,9,0.6415798317656651,0,0,0,0,0,0,0.004966465666010233,Very Low Risk
Other,Part-time,Debt consolidation,Mortgage,71750.48,35039.19,0.0562,710.0,0.0543,0,0,3.8,6.1,64.8,5,0.48834781314354975,0,0,0,1,0,0,0.005358378727845932,Very Low Risk
Alberta,Employed,Debt consolidation,Other,59403.79,33376.57,0.5295,764.0,0.5238,1,1,23.8,2.7,25.8,5,0.5618592685752879,1,0,0,0,0,0,0.08210063557155388,Very High Risk
Alberta,Employed,Auto,Rent,64352.82,58438.04,0.1492,691.0,0.2937,1,2,20.7,12.1,159.3,1,0.9080882547182859,0,0,0,0,0,0,0.017080826564948564,Low Risk
Ontario,Self-employed,Debt consolidation,Other,77007.04,30453.69,0.1735,700.0,0.4235,1,3,47.4,1.3,85.9,4,0.3954663106126401,0,0,0,0,1,0,0.016444592133526333,Low Risk
Ontario,Employed,Auto,Rent,93860.4,16512.12,0.3183,833.0,0.2414,0,0,2.1,0.5,70.6,4,0.17592211411841416,0,0,0,1,1,0,0.007685821123597788,Very Low Risk
Other,Part-time,Personal,Rent,61345.81,58167.67,0.2025,642.0,0.2139,1,2,40.6,0.5,23.8,10,0.9481930387747753,0,0,0,0,1,0,0.020272542976775092,Medium Risk
Ontario,Employed,Personal,Rent,128905.78,24952.84,0.1574,647.0,0.1331,1,0,8.4,0.3,26.2,6,0.19357425245012289,0,0,0,1,1,0,0.01240028864410787,Low Risk
British Columbia,Employed,Home improvement,Rent,55440.82,22400.86,0.3875,626.0,0.2148,1,1,7.2,3.4,176.0,8,0.4040499400982886,0,0,0,1,0,0,0.01539528183966551,Low Risk
Ontario,Part-time,Home improvement,Other,44319.38,41010.88,0.6107,741.0,0.1249,1,1,50.3,5.8,15.0,3,0.9253486849319643,1,0,0,0,0,0,0.008554501221452715,Very Low Risk
Quebec,Employed,Debt consolidation,Rent,75536.23,28739.39,0.2585,638.0,0.4896,0,3,3.3,4.0,19.8,8,0.3804715962128372,0,0,0,1,0,0,0.08061923597969507,Very High Risk
British Columbia,Employed,Home improvement,Rent,71113.45,48568.44,0.2882,658.0,0.8022,0,0,31.7,0.6,130.3,6,0.6829712241495808,0,0,1,0,1,0,0.013253368307265524,Low Risk
British Columbia,Part-time,Debt consolidation,Rent,72177.24,34782.34,0.2301,635.0,0.192,0,4,9.8,5.0,135.8,4,0.48190177402183837,0,0,0,1,0,0,0.022149283583360935,Medium Risk
Ontario,Employed,Auto,Rent,49950.22,23515.07,0.4709,541.0,0.1533,2,1,12.1,1.6,54.5,7,0.4707700987102759,1,1,0,0,1,0,0.0922455531531781,Very High Risk
Ontario,Employed,Auto,Rent,83758.86,24126.8,0.2873,672.0,0.537,1,1,13.5,2.9,3.0,2,0.2880507208431442,0,0,0,0,0,0,0.050019275272649454,High Risk
Ontario,Employed,Debt consolidation,Rent,50413.9,26027.29,0.3179,557.0,0.2933,0,4,40.0,9.7,65.9,6,0.5162720995598437,0,1,0,0,0,0,0.026920014093225666,Medium Risk
Alberta,Employed,Home improvement,Mortgage,77784.74,31464.03,0.3328,576.0,0.7636,0,1,20.8,8.1,33.9,4,0.404501319924705,0,1,1,0,0,0,0.0320855316973777,High Risk
Ontario,Part-time,Home improvement,Mortgage,36599.4,26116.26,0.292,707.0,0.321,0,0,2.1,0.4,62.0,2,0.7135707142740044,0,0,0,1,1,0,0.007808982348623332,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,40892.27,20421.02,0.1711,663.0,0.0989,0,7,26.9,1.3,6.0,6,0.499385825242766,0,0,0,0,1,0,0.02048753884270792,Medium Risk
Ontario,Self-employed,Debt consolidation,Rent,64250.4,12941.14,0.3047,668.0,0.4837,0,3,16.0,1.5,3.0,6,0.20141726744113653,0,0,0,0,1,0,0.05196545703093823,Very High Risk
Alberta,Employed,Auto,Rent,,44456.33,0.4675,710.0,0.8502,0,1,14.8,5.3,142.1,5,,1,0,1,0,0,0,0.06866366206108039,Very High Risk
Alberta,Employed,Debt consolidation,Rent,65518.33,24630.78,0.1803,625.0,0.5393,0,2,10.5,8.1,10.7,5,0.3759372377165291,0,0,0,1,0,0,0.051733007929815,Very High Risk
Alberta,Employed,Debt consolidation,Own,121323.49,26985.28,0.1439,664.0,0.2936,0,3,3.9,11.3,41.5,8,0.22242419831476987,0,0,0,1,0,0,0.018514123854556228,Medium Risk
Ontario,Employed,Personal,Mortgage,92975.47,49038.58,0.3174,643.0,0.592,1,1,9.6,9.7,26.8,7,0.5274356773888855,0,0,0,1,0,0,0.027360407158236316,Medium Risk
Ontario,Employed,Education,Own,125345.96,20995.82,0.4078,633.0,0.1244,1,3,2.1,0.6,34.6,5,0.16750296539274181,0,0,0,1,1,0,0.030845003054552195,High Risk
British Columbia,Employed,Auto,Mortgage,57575.36,21868.84,0.4277,771.0,0.3083,1,3,13.3,0.8,39.0,6,0.3798298438776588,0,0,0,0,1,0,0.02108171086520972,Medium Risk
Ontario,Employed,Debt consolidation,Rent,,30006.45,0.1369,680.0,0.2082,2,1,16.2,11.6,63.8,7,,0,0,0,0,0,0,0.020328013289719324,Medium Risk
Ontario,Part-time,Debt consolidation,Own,87983.96,31987.28,0.386,713.0,0.3819,0,2,96.0,20.9,20.2,6,0.3635580849054759,0,0,0,0,0,0,0.0012210122322469398,Very Low Risk
Quebec,Employed,Debt consolidation,Mortgage,34608.79,14548.48,0.4108,663.0,0.3827,0,3,20.4,9.8,36.9,6,0.42036950728413214,0,0,0,0,0,0,0.02542032187390472,Medium Risk
Alberta,Employed,Debt consolidation,Other,91391.27,18678.25,0.385,784.0,0.3545,1,6,8.5,2.9,38.1,4,0.20437674189230545,0,0,0,1,0,1,0.08882501459316408,Very High Risk
Ontario,Employed,Education,Rent,64972.12,12125.79,0.1596,629.0,0.5851,1,2,3.4,3.9,3.0,8,0.18663066558394587,0,0,0,1,0,0,0.05484596016791684,Very High Risk
Ontario,Part-time,Personal,Other,90762.04,16160.93,0.4845,779.0,0.5218,1,1,3.8,8.3,13.1,6,0.17805824990271266,1,0,0,1,0,0,0.029921464206923196,High Risk
Ontario,Employed,Debt consolidation,Mortgage,34533.77,28754.61,0.2296,720.0,0.4454,0,2,1.0,11.1,187.9,11,0.8326519230307031,0,0,0,1,0,0,0.006710761717962391,Very Low Risk
Other,Employed,Debt consolidation,Own,160825.47,31160.71,0.4859,739.0,0.3725,0,5,35.7,1.5,4.5,2,0.19375482005431105,1,0,0,0,1,0,0.04925144021463549,High Risk
Ontario,Employed,Auto,Other,79291.46,50081.63,0.1311,582.0,0.4269,2,1,5.6,8.3,300.0,11,0.6316144260680784,0,1,0,1,0,0,0.024631459247512866,Medium Risk
Quebec,Self-employed,Debt consolidation,Rent,79502.11,32739.96,0.2632,602.0,0.5994,0,1,8.2,1.6,16.1,8,0.4118124663609557,0,1,0,1,1,0,0.0853647829265314,Very High Risk
Quebec,Employed,Debt consolidation,Mortgage,49386.98,21694.31,0.3108,544.0,0.5512,2,1,3.8,2.4,81.1,3,0.439271848572235,0,1,0,1,0,0,0.11611735405007165,Very High Risk
Ontario,Self-employed,Education,Rent,101722.48,48422.24,0.5742,643.0,0.0495,3,4,0.7,13.7,228.3,4,0.4760229990460319,1,0,0,1,0,0,0.07052468111659542,Very High Risk
Alberta,Self-employed,Auto,Mortgage,96671.95,43710.12,0.2079,692.0,0.3323,1,4,10.9,0.8,32.4,5,0.4521489428939833,0,0,0,1,1,0,0.041263177480290014,High Risk
Ontario,Employed,Auto,Mortgage,40322.36,31043.75,0.2236,614.0,0.483,1,2,0.2,8.2,26.7,5,0.7698892128337727,0,1,0,1,0,0,0.027774385196367355,Medium Risk
Quebec,Employed,Personal,Own,66226.64,24725.47,0.2423,746.0,0.5233,0,1,8.1,0.7,29.4,8,0.37334628481831483,0,0,0,1,1,0,0.013983262519277654,Low Risk
Alberta,Employed,Debt consolidation,Rent,61124.56,22441.07,0.3462,672.0,0.4551,1,1,59.2,2.6,27.2,3,0.3671367123133484,0,0,0,0,0,0,0.025282675152008775,Medium Risk
British Columbia,Employed,Debt consolidation,Rent,74235.12,14555.13,0.2843,701.0,0.0545,1,4,6.0,2.8,30.8,3,0.1960679796840094,0,0,0,1,0,1,0.027261397614788425,Medium Risk
Ontario,Self-employed,Personal,Rent,45608.76,28997.85,0.4025,747.0,0.1346,0,2,53.9,1.2,60.9,5,0.6357956234723329,0,0,0,0,1,0,0.003488579816145494,Very Low Risk
Alberta,Self-employed,Debt consolidation,Mortgage,63366.18,24758.98,0.1538,744.0,0.2657,0,1,23.9,9.1,53.3,7,0.390728618957305,0,0,0,0,0,0,0.006417787073869564,Very Low Risk
Ontario,Employed,Auto,Rent,57752.34,44777.13,0.0929,645.0,0.5206,2,0,15.1,3.8,10.4,6,0.7753301424669546,0,0,0,0,0,0,0.039685788349037604,High Risk
British Columbia,Employed,Auto,Rent,91654.54,56341.81,0.3505,617.0,0.2865,0,1,4.9,1.0,11.8,7,0.6147192490410186,0,1,0,1,1,0,0.042988214105703096,High Risk
Quebec,Self-employed,Auto,Mortgage,69540.6,11766.96,0.3321,765.0,0.554,1,1,28.7,19.9,3.0,6,0.16920992916368277,0,0,0,0,0,0,0.007753349371393874,Very Low Risk
Quebec,Employed,Debt consolidation,Mortgage,36134.19,26098.37,0.7489,764.0,0.5705,1,1,87.1,1.3,18.1,5,0.7222624887952379,1,0,0,0,1,0,0.01333008214462986,Low Risk
British Columbia,Employed,Home improvement,Own,96528.49,27116.56,0.2349,686.0,0.17,1,2,12.7,3.8,14.7,6,0.2809176855454799,0,0,0,0,0,0,0.012148126888965313,Low Risk
Ontario,Employed,Auto,Own,61360.2,58268.78,0.0809,535.0,0.485,0,4,41.5,1.7,33.3,6,0.9496184823387147,0,1,0,0,1,0,0.024198280783728328,Medium Risk
Quebec,Unemployed,Home improvement,Rent,53412.64,61283.53,0.3873,683.0,0.568,1,1,8.4,8.3,4.2,9,1.1473600630861909,0,0,0,1,0,0,0.09897627339227362,Very High Risk
Alberta,Employed,Debt consolidation,Rent,121433.38,22674.65,0.1314,741.0,0.3546,0,2,13.7,0.3,112.2,4,0.1867250174540147,0,0,0,0,1,0,0.02797599193001313,Medium Risk
Other,Employed,Personal,Mortgage,105508.75,18885.3,0.5786,760.0,0.3081,1,2,20.7,6.9,152.6,10,0.17899273756915896,1,0,0,0,0,0,0.017215572860692026,Low Risk
Other,Employed,Debt consolidation,Rent,115163.3,36415.75,0.2529,615.0,0.2976,0,2,12.4,0.1,19.1,6,0.31620967790954235,0,1,0,0,1,0,0.08189829617503952,Very High Risk
Alberta,Employed,Personal,Other,146802.05,18298.28,0.2572,661.0,0.2931,2,2,6.8,2.9,26.2,7,0.12464594329575097,0,0,0,1,0,0,0.044205207292003855,High Risk
Ontario,Part-time,Debt consolidation,Rent,87184.87,13454.39,0.0969,584.0,0.4873,0,2,45.3,,41.2,7,0.1543202392800494,0,1,0,0,0,0,0.02004771559731937,Medium Risk
Ontario,Employed,Home improvement,Rent,67826.08,33831.02,0.2299,668.0,0.581,3,2,14.7,3.4,12.8,5,0.4987907306452031,0,0,0,0,0,0,0.10345790639258351,Very High Risk
Ontario,Employed,Home improvement,Mortgage,119277.0,11726.28,0.2702,662.0,0.2656,0,2,74.6,1.8,22.0,4,0.09831132573756886,0,0,0,0,1,0,0.002379113805627873,Very Low Risk
Alberta,Part-time,Debt consolidation,Rent,48476.3,74691.81,0.6037,657.0,0.2922,2,2,0.7,2.0,191.8,6,1.5407902418295125,1,0,0,1,0,0,0.14499762372698777,Very High Risk
Ontario,Part-time,Debt consolidation,Own,57450.24,19815.46,0.4598,771.0,0.6717,1,2,21.4,6.6,32.9,2,0.34491518225163204,1,0,0,0,0,0,0.04385809051044202,High Risk
Quebec,Unemployed,Debt consolidation,Own,84275.85,10825.17,0.4783,731.0,0.1744,1,1,,8.4,82.1,11,0.12844925325582596,1,0,0,0,0,0,0.03743795419442706,High Risk
British Columbia,Employed,Personal,Rent,78686.61,30769.16,0.1405,621.0,0.6416,0,2,5.6,3.4,82.7,7,0.3910342560189084,0,0,0,1,0,0,0.02798184925655532,Medium Risk
Other,Part-time,Personal,Mortgage,73834.25,10968.7,0.1586,608.0,0.2017,0,2,14.2,10.2,6.1,5,0.1485584264755178,0,1,0,0,0,1,0.011757832022763265,Low Risk
Ontario,Part-time,Debt consolidation,Mortgage,120546.88,42940.98,0.514,692.0,0.3311,0,1,71.4,0.4,11.4,5,0.35621809539989757,1,0,0,0,1,0,0.010644057340678751,Low Risk
Quebec,Employed,Debt consolidation,Mortgage,52505.65,18105.59,0.4171,604.0,0.2788,1,2,13.0,16.2,26.2,6,0.3448312705394562,0,1,0,0,0,0,0.03727995653690358,High Risk
Ontario,Employed,Auto,Mortgage,73424.06,15344.66,0.2074,830.0,0.8023,1,3,16.6,5.2,47.5,7,0.20898680895608335,0,0,1,0,0,0,0.0125392538610741,Low Risk
Quebec,Employed,Debt consolidation,Mortgage,40234.11,28800.04,0.4767,661.0,0.5104,1,0,35.2,2.6,45.6,6,0.7158115340441232,1,0,0,0,0,0,0.03331547750612509,High Risk
British Columbia,Part-time,Home improvement,Rent,49485.43,15747.4,0.6089,569.0,0.6323,1,3,6.2,11.6,26.1,10,0.318222959768158,1,1,0,1,0,0,0.13410239968405513,Very High Risk
Ontario,Part-time,Home improvement,Mortgage,50756.57,14601.42,0.2827,621.0,0.0584,0,0,,0.4,6.0,2,0.28767546743209793,0,0,0,0,1,0,0.008250410238376643,Very Low Risk
Ontario,Employed,Debt consolidation,Own,46602.77,18241.1,0.0799,733.0,0.1677,0,2,0.5,5.4,12.4,6,0.3914166475512078,0,0,0,1,0,0,0.006865481177133924,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,77615.0,33852.35,0.2027,850.0,0.4506,2,0,0.3,1.5,33.9,7,0.43615731495200666,0,0,0,1,1,0,0.030538427229344,High Risk
Ontario,Employed,Home improvement,Mortgage,67298.46,14347.47,0.2596,749.0,0.3556,0,4,75.4,,97.3,7,0.213191654014074,0,0,0,0,0,0,0.002198838432030385,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,51570.86,14109.52,0.2382,745.0,0.2471,1,1,3.0,0.9,31.5,3,0.27359481691792614,0,0,0,1,1,0,0.02310097059230698,Medium Risk
Other,Employed,Education,Rent,68854.6,10899.48,0.0984,768.0,0.229,1,0,31.5,5.5,30.7,8,0.1582970491441385,0,0,0,0,0,0,0.006521293402791546,Very Low Risk
Quebec,Employed,Personal,Own,65789.23,14890.8,0.4371,736.0,0.4896,1,1,0.5,5.8,14.2,10,0.22634099836705796,0,0,0,1,0,0,0.025868123362156627,Medium Risk
Ontario,Part-time,Debt consolidation,Mortgage,57871.95,21317.51,0.3664,,0.3671,0,1,31.1,1.4,49.0,2,0.3683565181404808,0,0,0,0,1,0,0.014033830536770462,Low Risk
Alberta,Unemployed,Home improvement,Mortgage,71668.62,26563.45,0.4237,583.0,0.2325,1,1,10.1,0.4,109.4,3,0.37064268852951265,0,1,0,1,1,0,0.07447167652849786,Very High Risk
Ontario,Employed,Personal,Other,56832.75,30311.45,0.235,648.0,0.2908,0,1,10.5,0.9,40.1,7,0.5333447704008693,0,0,0,1,1,0,0.01284619251714267,Low Risk
Alberta,Part-time,Home improvement,Own,70094.62,28503.95,0.1108,769.0,0.6263,1,3,12.1,4.4,50.0,7,0.4066496116249721,0,0,0,0,0,0,0.03191283824868879,High Risk
Ontario,Employed,Debt consolidation,Mortgage,104346.14,29526.3,0.1525,628.0,0.4976,0,1,72.0,11.8,133.4,7,0.28296494724193916,0,0,0,0,0,0,0.0025548389470196387,Very Low Risk
Ontario,Employed,Auto,Mortgage,68712.93,17674.73,0.4575,642.0,0.2465,0,2,16.7,2.5,24.8,2,0.25722567790370754,1,0,0,0,0,0,0.0244657391200207,Medium Risk
Alberta,Employed,Home improvement,Own,50646.21,21409.07,0.1939,655.0,0.1603,1,2,7.0,1.5,96.4,8,0.42271810664608467,0,0,0,1,1,0,0.014526821218929111,Low Risk
Ontario,Part-time,Personal,Rent,114248.49,28733.58,0.508,724.0,0.4139,1,2,1.5,2.2,23.6,9,0.25150074193540767,1,0,0,1,0,0,0.0643760564630014,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,48652.52,50489.71,0.2118,680.0,0.5511,0,1,27.5,3.8,300.0,5,1.037761456138346,0,0,0,0,0,0,0.0069211352053940856,Very Low Risk
Other,Employed,Personal,Mortgage,59299.22,25235.89,0.0545,672.0,0.6633,1,2,19.1,9.8,93.9,3,0.42556866683912536,0,0,0,0,0,0,0.017095533009211523,Low Risk
Alberta,Employed,Debt consolidation,Rent,86073.26,23836.12,0.5187,660.0,0.3178,1,2,2.4,6.9,25.1,5,0.2769282817915808,1,0,0,1,0,0,0.11775634616563004,Very High Risk
Ontario,Employed,Debt consolidation,Rent,138385.19,21753.07,0.4373,592.0,0.0456,0,3,3.3,0.5,94.4,8,0.1571921821981095,0,1,0,1,1,1,0.04359442578328532,High Risk
Ontario,Employed,Education,Rent,48036.97,37785.35,0.4886,781.0,0.7712,1,1,17.2,3.2,52.6,9,0.7865889542991574,1,0,1,0,0,0,0.035868823455430694,High Risk
British Columbia,Employed,Personal,Mortgage,64667.01,21259.13,0.1842,694.0,0.6905,0,4,34.8,1.1,94.1,4,0.3287476875767103,0,0,0,0,1,0,0.01411664062695821,Low Risk
Ontario,Part-time,Home improvement,Mortgage,75241.01,11872.34,0.2871,554.0,0.2675,0,1,3.0,3.3,95.9,7,0.15779081115471472,0,1,0,1,0,0,0.015903489423690253,Low Risk
